Artificial Sports Lighting,Discuss Throw Facility,Facility ID,Hammer Throw Facility,High Jump Facility,Indoor Throw Net for Javelin,Indoor Throws Training - Cage,Infield Surface Type,Javelin Throw Facility,Long Jump Facility,Oval Track Lanes,Oval Track Length,Pole Vault Facility,Shot Put Facility,SpectatorAccom: Designated Accessible,SpectatorAccom: Designated Accessible Covered,SpectatorAccom: Designated Accessible Uncovered,SpectatorAccom: Capacity Estimate,SpectatorAccom: Checked,SpectatorAccom: Seating,SpectatorAccom: Seating Covered,SpectatorAccom: Seating Uncovered,SpectatorAccom: Shared Flag,SpectatorAccom: Standing,SpectatorAccom: Standing Covered,SpectatorAccom: Standing Uncovered,SpectatorAccom: Total Capacity,Sprint Straight Length,Steeplechase Water Jump,Straight Track Lanes,Track Lanes,Track Length,Track Surface Type,Triple Jump Facility,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
0,0,30026473,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,8,150.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,,1,,,,,2021-10-05 17:34:59,2023-11-08 10:36:49,0,12,1,1,1008877,2,2013,0,,486342,105691,50.8443,-0.7749904,School/College/University (in house),Education,Private Use,Private
1,1,30026474,1,0,,,,1,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,,,,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1007,1,3,,1,,,Abingdon School (Abingdon Sports and Leisure),,2021-10-05 18:05:44,2024-06-05 12:03:27,0,12,1,1,1011337,2,2015,0,,449506,199257,51.6899,-1.285206,School/College/University (in house),Education,Pay and Play,Public Access
0,1,30026475,1,0,,,,1,0,,,0,1,,0,0,0,0,,0,0,0,,0,0,0,,,,,,,0,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,1007,1,3,Fenced off from running track.,1,,,PARKWOOD LEISURE,,2021-10-06 08:48:00,2023-10-12 09:03:14,0,12,1,1,1101151,1,2007,0,,446084,341634,52.97011,-1.315244,Commercial Management,Commercial,Pay and Play,Public Access
0,1,30026476,1,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,,,,0,1,0,,0,,1,1,1,1,1,lift,1,1,0,1,1,1007,1,3,Permanent throwing cage.,1,,,,,2021-10-06 09:59:20,2023-12-18 11:09:35,0,12,1,1,1204060,1,2002,0,,586956,187325,51.55383,0.6953546,School/College/University (in house),Education,Private Use,Private
0,0,30026560,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,40.0,18,0,0,0,,0,,1,0,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2021-10-19 10:51:13,2024-01-29 08:58:04,0,12,1,1,30009903,1,2018,0,,519159,183085,51.53411,-0.2834069,School/College/University (in house),Education,Private Use,Private
0,0,30026592,0,0,,,18,0,0,4,130.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,40,0,4,,,18,0,1,0,,0,201,0,0,1,1,1,,0,1,0,0,0,1005,1,5,,1,,,,2023-07-23,2021-10-25 17:32:26,2023-11-16 12:19:00,0,12,1,1,30005922,1,2014,0,,521469,180667,51.51188,-0.2509519,School/College/University (in house),Education,Private Use,Private
0,0,30026593,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,130.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,1006,1,3,,1,,,,,2021-10-25 17:39:47,2024-04-30 10:08:36,0,12,1,1,1045556,2,2017,0,,517608,105221,50.83458,-0.3312114,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30026594,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,8,100.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2021-10-25 17:42:27,2024-02-28 12:35:20,0,12,1,1,1010244,2,2010,0,,354526,178665,51.50508,-2.656577,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30026595,0,1,,,,1,1,,,0,1,,0,0,0,0,,0,0,0,,0,0,0,,,,8,110.0,18,1,1,0,,0,,1,0,1,1,1,,1,1,0,0,0,1006,1,3,,1,,,,,2021-10-25 17:48:07,2023-10-10 09:07:01,0,12,1,1,1205137,1,2012,0,,416086,131180,51.07971,-1.771735,School/College/University (in house),Education,Private Use,Private
0,0,30026663,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,110.0,18,0,1,0,,0,,1,1,1,1,1,Track Not Suitable for Wheelchair Users,1,0,0,0,1,1006,1,3,,1,,,,,2021-11-03 16:09:47,2024-02-20 17:31:56,0,12,1,1,1011332,2,2005,0,,378729,389120,53.39849,-2.321361,Sport Club,Others,Pay and Play,Public Access
,,30026687,,1,1,1,,,1,,,1,1,0,,,0,0,0,,,0,0,,,0,60,,8,,,18,1,1,0,,0,,1,1,1,1,1,"The Fitness Studio is IFI accredited and an Intran system is available at the Centre., Parking: 11 disabled parking bays available",1,1,1,1,1,1009,1,3,,1,,,Alive West Norfolk,,2021-11-08 17:22:03,2024-01-15 08:58:01,2,12,1,1,1005313,2,1991,1,,563211,321072,52.76262,0.417433,Trust,Trust,Sports Club / Community Association,Public Access
0,0,30027023,0,0,,,18,0,0,4,200.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,75,0,6,,,18,0,0,0,,0,,1,1,1,1,1,,0,1,0,0,1,1005,1,3,,1,,,,,2022-01-21 18:51:41,2024-03-04 10:13:51,0,12,1,1,6013701,1,2020,0,,413931,293879,52.54261,-1.796006,School/College/University (in house),Education,Private Use,Private
0,1,30027458,1,1,,,,0,1,,,1,1,,0,0,0,0,,0,0,0,,0,0,0,,,,7,110.0,18,1,1,0,,0,,1,1,1,1,1,"Movable floor but no hoist (in pool), can be done but very limited due to time constraints",1,1,0,0,1,1006,1,3,,1,,,,,2022-04-01 11:31:32,2023-12-05 12:12:34,0,12,1,1,1204428,1,1990,1,,516840,196657,51.65657,-0.3123091,School/College/University (in house),Education,Private Use,Private
0,0,30027529,0,0,,,11,0,0,7,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,19,0,1,0,,0,,1,0,0,0,0,,0,0,0,0,0,1004,1,3,,1,,,,,2022-04-11 09:06:55,2023-06-28 12:28:12,0,12,1,1,1039753,2,2000,1,,432933,421946,53.69295,-1.50273,School/College/University (in house),Education,Private Use,Private
1,0,30027811,0,0,,,18,0,1,6,400.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,1004,1,3,,1,,,,,2022-06-10 12:50:38,2024-06-14 08:12:02,0,12,1,1,1011412,2,2021,0,,572723,280422,52.39458,0.537088,MOD,Others,Private Use,Private
,,30027970,,0,0,0,,,0,4,200.0,0,0,0,,,0,0,0,,,0,0,,,0,60,,6,,,18,0,0,0,,0,,1,1,1,1,1,lift,1,1,1,0,1,1008,1,3,,1,,,,,2022-07-13 11:30:19,2023-09-12 11:02:56,2,12,1,1,1008439,2,2010,1,,352659,429613,53.76072,-2.719566,Commercial Management,Commercial,Registered Membership use,Public Access
0,0,30027976,0,0,,,11,0,0,4,200.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,50,0,4,,,19,0,0,0,,0,,1,0,1,1,1,"All rooms, plus the field are accessible and we have one toilet designated for disabled use",0,1,1,1,1,1005,1,3,,1,,,,,2022-07-14 08:56:38,2023-08-18 12:39:22,0,12,1,1,30002952,2,2019,0,,367431,386750,53.37661,-2.491024,School/College/University (in house),Education,Private Use,Private
,,30027986,,0,0,0,,,0,,,0,0,0,,,0,0,0,,,0,0,,,0,100,,4,,,18,0,1,0,,0,,0,0,1,1,1,,1,1,0,0,1,1009,1,3,,1,,,,,2022-07-15 14:39:26,2023-09-15 14:24:53,0,12,1,1,30005357,2,2015,1,,465471,399305,53.48642,-1.014789,School/College/University (in house),Education,Private Use,Private
1,1,30028936,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,10,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,1004,1,3,,1,,,,,2023-01-03 14:04:01,2023-09-06 15:18:37,0,12,1,1,6000991,2,2022,0,,556945,234587,51.98758,0.2842064,MOD,Others,Private Use,Private
0,0,30029167,0,1,,,,0,1,,,0,1,,0,0,0,0,,0,0,0,,0,0,0,,,,6,100.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2023-02-09 15:27:57,2023-11-23 12:18:16,0,12,1,1,1103167,1,2022,0,,549575,221392,51.87106,0.1712316,School/College/University (in house),Education,Private Use,Private
0,0,30029193,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,3,77.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2023-02-15 12:06:13,2024-05-01 15:44:47,0,12,1,1,1006769,2,2005,0,,581060,191190,51.59047,0.6123931,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30029283,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,129.11,19,0,0,0,,0,,1,1,1,1,1,Pool hoist,1,1,0,1,1,1006,1,3,,1,,,,,2023-03-01 11:33:57,2023-09-20 12:51:35,0,12,1,1,1002966,1,2005,0,,399750,100746,50.80627,-2.004895,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
1,0,30029495,0,0,,,11,0,0,8,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,110,0,8,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2023-03-29 13:41:49,2024-05-29 10:16:11,0,12,1,1,30010688,2,2023,0,,292322,88702,50.68797,-3.525694,School/College/University (in house),Education,Private Use,Private
0,0,30029896,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,60.0,18,0,1,0,,0,,1,0,1,1,1,,0,1,1,1,0,1006,1,3,,1,,,,,2023-05-10 10:34:30,2024-04-30 11:54:18,0,12,1,1,30009409,2,2018,0,,539643,179239,51.49486,0.01022012,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,0,30030430,0,0,,,11,0,0,8,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,110,0,8,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,1,,1,,,,,2023-07-18 15:18:01,2023-07-18 15:18:01,0,12,1,1,30010916,3,2024,0,,430480,272363,52.34851,-1.553948,School/College/University (in house),Education,Not Known,Not Known
1,1,30030744,0,1,,,11,1,1,8,400.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,10,,,18,0,1,0,,1,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,,1,2023-09-04,,,,2023-08-31 10:46:34,2024-02-20 17:57:00,0,12,1,1,1005059,2,2023,0,,504385,487074,54.2687,-0.3986865,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,0,30030791,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,110.0,18,0,1,0,,0,,1,0,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2023-09-06 10:50:09,2023-09-06 10:50:09,0,12,1,1,1200596,2,2009,0,,543347,174146,51.44817,0.06147813,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,0,30031394,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,100.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,1006,1,3,,1,,,,,2023-11-07 15:10:08,2023-11-07 15:18:27,0,12,1,1,1042006,2,2011,0,,392452,224010,51.91458,-2.111137,School/College/University (in house),Education,Private Use,Private
1,0,30031412,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,80.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2023-11-08 11:02:54,2024-04-24 14:16:47,0,12,1,1,1010227,2,2015,0,,482922,145463,51.20237,-0.8144733,School/College/University (in house),Education,Pay and Play,Public Access
0,0,30032424,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,,,,0,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,1007,1,3,,1,,,,,2024-02-20 12:12:19,2024-02-20 12:12:55,0,12,1,1,6014420,1,2020,0,,380765,121589,50.99337,-2.275439,School/College/University (in house),Education,Private Use,Private
0,1,30032434,1,0,,,11,1,1,6,400.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,8,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2024-02-20 18:43:47,2024-02-20 18:43:47,0,12,1,1,1004193,2,2023,0,,406531,292599,52.53124,-1.905138,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,30032558,0,0,,,11,0,0,8,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,8,,,19,0,0,0,,0,,1,0,0,0,0,,1,0,1,1,1,1004,1,3,,1,,,,,2024-03-05 14:18:35,2024-03-05 14:22:33,0,12,1,1,1003854,1,2000,0,,535635,215737,51.82381,-0.03332926,Sport Club,Others,Private Use,Private
1,1,2009376,1,1,,,11,1,1,8,400.0,1,1,,0,0,1,1,,1350,0,0,,0,0,1350,115,1,8,,,18,1,1,1,2013,0,,1,1,1,1,1,Parking: Parking bays directly outside reception,1,1,0,0,1,1004,1,3,,1,,,Freedom Leisure,,,2024-04-22 12:08:24,1,12,1,1,1006740,2,1955,0,2013,529669,107467,50.85219,-0.1592406,Trust,Trust,Pay and Play,Public Access
1,1,2009289,1,1,,,11,1,1,8,400.0,1,1,,1,0,1,1,,500,0,0,,0,0,501,130,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,Paula Radcliffe Athletics Track,1,,,,,,2024-06-12 09:27:19,1,12,1,1,1004060,2,1980,1,2009,452337,319386,52.76956,-1.225696,School/College/University (in house),Education,Pay and Play,Public Access
,,30018899,,1,1,1,,,1,,,1,1,0,,,0,0,0,,,0,0,,,0,110,,8,,,18,1,1,0,,0,,1,1,1,1,1,Lifts,1,1,1,1,1,1009,1,3,Seb Coe HIPAC,1,,,,,2019-07-01 09:24:13,2024-06-12 09:27:20,0,12,1,1,1004060,2,2004,0,,452337,319386,52.76956,-1.225696,School/College/University (in house),Education,Pay and Play,Public Access
0,0,70000317,0,0,,,11,0,0,4,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,10,,,18,0,2,2,,0,,1,0,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2024-05-08 13:25:48,2024-05-08 13:25:48,2,12,1,1,6016587,1,2023,0,,434028,168063,51.41058,-1.512104,School/College/University (in house),Education,Private Use,Private
0,0,70000240,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,110.0,18,0,1,0,,0,,1,1,1,1,1,,1,0,1,1,1,1006,1,3,,1,,,,,2024-04-24 12:03:34,2024-04-24 12:03:34,0,12,1,1,6003854,2,2021,0,,460883,454119,53.97957,-1.073148,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,4149534,1,1,,,11,1,1,6,400.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,,1,,,,,,2024-05-10 09:39:31,0,12,1,1,1044937,2,2015,0,,320866,469806,54.11802,-3.21215,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30027324,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,50.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2022-03-04 09:49:36,2024-05-13 13:57:35,0,12,1,1,1038588,2,2009,0,,501263,157372,51.30647,-0.5486647,School/College/University (in house),Education,Private Use,Private
0,0,2009592,0,0,,,11,0,0,8,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,0,999,1,1,1,1,1,,1,1,1,1,1,1004,1,5,,0,,,,2011-03-01,,2023-12-13 09:03:38,0,12,1,1,1011480,3,1960,0,,622805,306860,52.6138,1.289656,Not Known,Not Known,Sports Club / Community Association,Public Access
1,0,4102221,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,5,85.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,1006,1,3,,1,,,,,,2023-10-31 15:19:09,0,12,1,1,1005888,2,2009,0,,297968,145264,51.19745,-3.46167,Trust,Trust,Pay and Play,Public Access
0,0,30026430,0,0,,,11,0,0,6,400.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,110,0,6,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,2023-08-31,,,,2021-09-23 15:05:01,2024-06-18 07:40:58,0,12,1,1,1014779,2,2023,0,,621515,136834,51.08803,1.161742,Trust,Trust,Pay and Play,Public Access
0,0,30026432,0,0,,,11,0,0,9,400.0,0,0,,100,0,1,1,,50000,0,0,,0,0,50100,110,0,9,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,Track is removable,1,,,,,2021-09-24 12:12:22,2023-12-06 15:25:20,0,7,5,2,30003639,2,2012,0,,537663,184057,51.53864,-0.01640337,Commercial Management,Commercial,Private Use,Private
,,30026454,,1,1,1,,,1,4,200.0,1,1,0,,,0,0,0,,,0,0,,,0,60,,6,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1008,1,3,,1,,,Greenwich Leisure Limited,,2021-09-29 10:35:53,2024-03-01 11:19:16,0,12,1,1,1041361,2,2002,0,,386652,398673,53.48462,-2.202608,Trust,Trust,Pay and Play,Public Access
1,1,30026455,1,0,,,,0,1,,,1,1,,0,0,0,0,,0,0,0,,0,0,0,,,,,,,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1007,1,3,,1,,,,,2021-09-29 12:00:33,2023-08-08 13:29:55,1,12,1,1,1010754,2,2007,0,2015,445498,378754,53.30381,-1.318708,Other,Others,Pay and Play,Public Access
,,30026456,,0,0,0,,,0,,,0,0,0,,,0,0,0,,,0,0,,,0,60,,4,,,18,0,1,0,,0,,1,1,1,1,1,Automatic doors.,1,1,1,1,1,1009,1,3,,1,,,,,2021-09-29 12:39:11,2023-09-01 13:47:19,0,12,1,1,1004145,2,1988,0,,432293,563596,54.96596,-1.49715,Local Authority (in house),Local Authority,Registered Membership use,Public Access
,,30026472,,1,0,0,,,0,,,1,0,0,,,0,0,0,,,0,0,,,0,60,,4,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1009,1,3,,1,,,,,2021-10-05 14:37:44,2024-01-12 15:35:53,0,12,1,1,30009883,2,2015,1,,338581,389183,53.3959,-2.925114,Local Authority (in house),Local Authority,Pay and Play,Public Access
