Courts,Facility ID,Overmarked,Overmarked Sports: Basketball,Overmarked Sports: Football,Overmarked Sports: Hockey,Overmarked Sports: Netball,Overmarked Sports: Other Sport,Surface Type,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
2,30014994,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,2018-03-13 15:33:15,2023-08-24 09:07:23,1,12,1,1,1000009,2,1996,0,2016,340638,374450,53.26373,-2.891404,Commercial Management,Commercial,Registered Membership use,Public Access
2,30015283,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,2018-04-13 15:22:14,2024-06-12 13:55:56,1,3,10,2,1000877,2,2005,0,2011,616196,246268,52.07257,1.15324,Sport Club,Others,Registered Membership use,Public Access
9,30015611,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,4001,4,3,,1,,,,,2018-05-18 16:00:59,2023-06-01 09:07:11,0,12,1,1,1204870,2,2016,0,,323526,123908,51.00945,-3.091426,School/College/University (in house),Education,Private Use,Private
4,30016251,2,2,2,2,2,2,1,1,0,,0,,1,0,0,0,0,,0,0,0,0,0,4001,4,3,,1,,,,,2018-09-12 12:58:25,2024-04-16 07:34:34,0,12,1,1,1200741,1,2000,1,,544671,165209,51.36752,0.07687293,School/College/University (in house),Education,Private Use,Private
4,30016315,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,"Finding/Reaching Entrance: Ramp, Emergency Exits: Ramps",0,1,0,1,1,4001,4,3,,1,,,,,2018-09-19 12:02:22,2024-02-22 14:40:36,0,12,1,1,1011223,2,2018,0,,487327,290693,52.50716,-0.7147848,Commercial Management,Commercial,Pay and Play,Public Access
4,30016316,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,"Finding/Reaching Entrance: Ramp, Emergency Exits: Ramps",0,1,0,1,1,4001,4,3,,1,,,,,2018-09-19 12:02:22,2024-02-22 14:40:36,0,12,1,1,1011223,2,2018,0,,487327,290693,52.50716,-0.7147848,Commercial Management,Commercial,Pay and Play,Public Access
3,30016448,2,2,2,2,2,2,3,1,0,,0,,1,0,0,0,0,,0,0,0,0,0,4001,4,3,The facility provides three courts covered by an air dome with internal floodlights.,1,,,,,2018-10-08 14:05:06,2024-04-11 15:47:18,0,12,1,1,30007679,2,2018,0,,501558,379152,53.29963,-0.4775844,Sport Club,Others,Registered Membership use,Public Access
6,30017693,2,2,2,2,2,2,1,1,1,2022,1,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,Parkwood Leisure,,2019-02-08 09:51:58,2023-10-12 10:51:53,0,12,1,1,1068510,2,2003,0,,255949,132282,51.07174,-4.057502,Commercial Management,Commercial,Pay and Play,Public Access
3,30018043,2,2,2,2,2,2,1,1,0,,0,,0,1,1,0,1,,1,1,0,0,1,4004,4,3,,1,,,,,2019-03-14 16:49:44,2023-06-16 11:35:47,0,12,1,1,30006160,2,2017,0,,579294,166631,51.37043,0.5744826,Commercial Management,Commercial,Pay and Play,Public Access
2,30020759,2,2,2,2,2,2,1,1,1,2015,0,,1,1,1,1,1,Pool Hoist.,1,1,1,1,1,4004,4,3,,1,,,,,2020-01-28 10:21:23,2023-05-17 10:29:01,1,12,1,1,1000001,2,1994,0,2015,429236,456129,54.00039,-1.555478,Commercial Management,Commercial,Registered Membership use,Public Access
3,30020908,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,2020-02-05 11:52:00,2023-08-11 11:10:45,0,12,1,1,30008679,2,2019,0,,367575,176957,51.49062,-2.468407,Commercial Management,Commercial,Registered Membership use,Public Access
2,30021584,2,2,2,2,2,2,3,1,0,,0,,1,0,1,1,1,,0,1,0,0,1,4001,4,3,,1,,,,,2020-03-30 15:56:52,2023-09-07 08:28:42,0,12,1,1,30008971,1,2010,1,,539089,366335,53.17598,0.07963669,Sport Club,Others,Registered Membership use,Public Access
2,30023548,2,2,2,2,2,2,8,1,0,,0,,1,0,1,1,1,,1,0,1,1,1,4001,4,3,,1,,,,,2020-11-04 16:21:58,2024-04-15 09:39:15,0,3,11,2,1039711,1,2019,0,,478645,240705,52.05917,-0.8543069,Trust,Trust,Sports Club / Community Association,Public Access
4,30026582,2,2,2,2,2,2,3,1,0,,1,,1,1,1,1,1,,1,1,0,0,1,4001,4,3,Overmarked with three netball courts.,1,,,Holmer Green Senior School,,2021-10-22 15:33:24,2023-11-08 12:56:28,0,12,1,1,1205390,2,2020,0,,490067,197187,51.66626,-0.6990889,School/College/University (in house),Education,Sports Club / Community Association,Public Access
6,30026859,2,2,2,2,2,2,1,1,1,2021,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,2021-12-16 16:19:48,2023-10-23 10:34:19,0,12,1,1,1011220,2,2020,0,,524281,172158,51.43481,-0.2134327,Commercial Management,Commercial,Private Use,Private
1,30027694,2,2,2,2,2,2,3,1,0,,0,,0,0,0,0,1,,0,0,0,0,0,4004,4,3,,1,,,,,2022-05-18 14:58:36,2023-08-03 08:12:29,0,12,1,1,30007215,2,2021,0,,575269,170764,51.40882,0.5187538,Sport Club,Others,Registered Membership use,Public Access
3,30028422,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,2022-10-06 09:57:22,2023-08-21 15:43:06,1,12,1,1,1003226,2,2015,0,2022,411166,306042,52.65202,-1.836366,Commercial Management,Commercial,Registered Membership use,Public Access
2,30028450,2,2,2,2,2,2,1,1,0,,0,,1,0,1,1,1,,1,1,1,0,1,4001,4,3,,1,,,Tennis Shropshire,,2022-10-11 12:10:23,2023-11-16 15:22:49,0,12,1,1,30010378,2,2022,0,,352147,314673,52.72758,-2.710005,Sport Club,Others,Sports Club / Community Association,Public Access
3,30028926,2,2,2,2,2,2,4,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,2022-12-29 16:24:47,2024-02-06 12:42:41,0,12,1,1,30010525,2,2022,0,,457471,221236,51.88674,-1.166348,Commercial Management,Commercial,Registered Membership use,Public Access
2,30029265,2,2,2,2,2,2,3,0,0,,0,,1,0,1,1,1,,1,0,0,0,1,4001,4,3,,1,,,,,2023-02-24 09:06:22,2024-02-12 11:24:55,0,12,1,1,6005723,2,2007,1,,391213,174036,51.46523,-2.127877,Sport Club,Others,Pay and Play,Public Access
3,30031047,2,2,2,2,2,2,4,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4002,4,3,,1,,,,,2023-10-03 15:23:01,2023-10-03 15:23:01,0,12,1,1,30011067,2,2023,0,,455823,273361,52.3555,-1.181771,Commercial Management,Commercial,Registered Membership use,Public Access
2,30031535,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,"Access to gym needs stairs 
No hoist ",1,1,1,1,1,4004,4,3,Tennis courts overmarked for netball.,1,2019-06-07,,,,2023-11-16 16:56:46,2023-11-16 16:56:46,0,12,1,1,1004008,2,2019,0,,482778,163529,51.36481,-0.8123444,Commercial Management,Commercial,Registered Membership use,Public Access
2,70000215,0,0,0,0,0,0,4,1,0,,0,,1,0,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,2024-04-22 12:32:25,2024-04-22 12:32:25,1,12,1,1,1036184,2,1982,0,2023,420505,254453,52.18796,-1.701471,Sport Club,Others,Registered Membership use,Public Access
2,2021723,0,0,0,0,0,0,1,1,1,2013,0,,1,1,1,1,1,Parking: Parking bays directly outside reception,1,1,0,1,1,4004,4,3,,1,,,Freedom Leisure,,,2024-04-22 12:08:24,1,12,1,1,1006740,2,1996,0,2013,529669,107467,50.85219,-0.1592406,Trust,Trust,Pay and Play,Public Access
2,30001789,0,0,0,0,0,0,8,1,0,,0,,1,0,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,2016-03-02 12:46:16,2024-04-22 12:32:25,0,12,1,1,1036184,2,2015,0,,420505,254453,52.18796,-1.701471,Commercial Management,Commercial,Registered Membership use,Public Access
1,30005628,0,0,0,0,0,0,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,4001,4,3,,1,,,,,2016-07-07 12:30:58,2024-05-30 14:27:35,0,12,1,1,1200915,2,2015,0,,446328,459251,54.0272,-1.294288,School/College/University (in house),Education,Private Use,Private
4,30010396,0,0,0,0,0,0,1,0,0,,0,,1,1,1,1,1,,1,1,1,1,1,4003,4,3,,1,2016-12-12,,,,2017-03-13 12:30:52,2024-05-01 13:19:11,0,12,1,1,1004724,2,2016,0,,454718,335179,52.91129,-1.18777,School/College/University (in house),Education,Pay and Play,Public Access
2,2021593,2,2,2,2,2,2,5,1,1,2008,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-05-17 10:28:57,1,12,1,1,1000001,2,1994,0,2017,429236,456129,54.00039,-1.555478,Commercial Management,Commercial,Registered Membership use,Public Access
2,2021594,2,2,2,2,2,2,1,1,1,2007,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-07-25 14:45:05,0,12,1,1,1000002,2,1998,0,,559201,179379,51.49095,0.2917934,Commercial Management,Commercial,Registered Membership use,Public Access
3,2021595,2,2,2,2,2,2,3,1,1,2007,0,101,1,1,1,1,1,Lift,1,1,1,1,1,4002,4,5,,1,,,,2021-11-21,,2021-11-30 17:29:44,1,12,1,1,1000004,2,1997,0,2006,534549,108364,50.85914,-0.08962537,Commercial Management,Commercial,Registered Membership use,Public Access
3,2021596,2,2,2,2,2,2,1,1,1,2007,0,101,1,1,1,1,1,Lift,1,1,1,1,1,4004,4,5,,1,,,,2021-11-21,,2021-11-30 17:29:44,1,12,1,1,1000004,2,1997,0,2006,534549,108364,50.85914,-0.08962537,Commercial Management,Commercial,Registered Membership use,Public Access
5,2021597,2,2,2,2,2,2,5,1,1,2007,0,101,1,1,1,1,1,Lift,1,1,1,1,1,4004,4,5,,1,,,,2021-11-21,,2021-11-30 17:29:44,1,12,1,1,1000004,2,1997,0,2006,534549,108364,50.85914,-0.08962537,Commercial Management,Commercial,Registered Membership use,Public Access
6,2021598,2,2,2,2,2,2,5,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-24 09:07:19,1,12,1,1,1000009,2,1996,0,2013,340638,374450,53.26373,-2.891404,Commercial Management,Commercial,Registered Membership use,Public Access
8,2021599,2,2,2,2,2,2,10,1,1,2004,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,4 Acrylic Courts & 4 Carpet Courts.,1,,,,,,2023-10-12 11:22:37,1,12,1,1,1000012,2,1985,0,2018,500572,157270,51.30567,-0.5586035,Commercial Management,Commercial,Registered Membership use,Public Access
6,2021600,2,2,2,2,2,2,5,1,1,2012,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-10-26 16:03:35,1,12,1,1,1000016,2,1991,0,2004,534189,197434,51.65968,-0.06135222,Commercial Management,Commercial,Registered Membership use,Public Access
2,2021601,2,2,2,2,2,2,1,1,1,2014,0,,1,1,1,1,1,"Parking: 6 Spaces, Finding/Reaching Entrance: Ramps, Sloping areas",1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-17 11:37:15,1,12,1,1,1000017,2,1989,0,2014,523730,168911,51.40574,-0.2224867,Commercial Management,Commercial,Registered Membership use,Public Access
2,2021602,2,2,2,2,2,2,3,1,1,2007,0,,1,1,1,1,1,,1,1,1,0,1,4002,4,3,,1,,,,,,2023-08-22 11:30:56,1,12,1,1,1000018,2,1999,0,2004,570709,190364,51.58628,0.4627227,Commercial Management,Commercial,Registered Membership use,Public Access
6,2021603,2,2,2,2,2,2,5,1,1,2007,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-08-22 11:30:57,0,12,1,1,1000018,2,1999,0,,570709,190364,51.58628,0.4627227,Commercial Management,Commercial,Registered Membership use,Public Access
7,2021604,2,2,2,2,2,2,3,1,1,2016,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-14 12:57:33,1,12,1,1,1000019,2,1995,0,2016,407080,295085,52.55358,-1.897004,Commercial Management,Commercial,Registered Membership use,Public Access
12,2021605,2,2,2,2,2,2,5,1,1,2014,0,,1,1,1,1,1,Parking: 6 bays,1,1,1,1,1,4004,4,3,2 Courts are Acrylic.,1,,,,,,2023-08-10 12:53:28,1,12,1,1,1000020,2,1995,0,2014,356238,171156,51.4377,-2.630979,Commercial Management,Commercial,Registered Membership use,Public Access
6,2021606,2,2,2,2,2,2,5,1,1,2005,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-21 14:32:14,1,12,1,1,1000021,2,1991,0,2008,513163,197313,51.66322,-0.3652291,Commercial Management,Commercial,Registered Membership use,Public Access
8,2021607,2,2,2,2,2,2,5,1,1,2014,0,,1,1,1,1,1,Parking: 10 bays,1,1,1,0,1,4004,4,3,,1,,,,,,2023-10-31 17:12:31,1,12,1,1,1000023,2,1992,0,2002,542894,194296,51.62934,0.06313322,Commercial Management,Commercial,Registered Membership use,Public Access
10,2021608,2,2,2,2,2,2,5,1,1,2012,0,,1,1,1,1,1,Parking: 5 Bays,1,1,1,1,1,4004,4,3,,1,,,,,,2023-10-18 09:51:21,1,12,1,1,1000024,2,1989,0,2009,526608,191361,51.60687,-0.1730804,Commercial Management,Commercial,Registered Membership use,Public Access
7,2021609,2,2,2,2,2,2,5,1,1,2012,0,,1,1,1,1,1,Parking: 6 Bays,1,1,1,1,1,4004,4,3,,1,,,,,,2024-02-15 12:25:14,1,12,1,1,1000025,2,1982,0,2003,511145,178386,51.4935,-0.4003802,Commercial Management,Commercial,Registered Membership use,Public Access
3,2021610,2,2,2,2,2,2,1,1,1,2015,0,,1,1,1,1,1,,1,1,1,0,1,4001,4,3,,1,,,,,,2023-10-31 17:19:51,1,12,1,1,1000028,2,2003,0,2007,487017,240161,52.05302,-0.7323686,Commercial Management,Commercial,Registered Membership use,Public Access
10,2021611,2,2,2,2,2,2,5,1,1,2015,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-10-31 17:19:52,1,12,1,1,1000028,2,1998,0,2009,487017,240161,52.05302,-0.7323686,Commercial Management,Commercial,Registered Membership use,Public Access
6,2021612,2,2,2,2,2,2,5,1,1,2012,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-21 13:21:32,1,12,1,1,1000030,2,1987,0,2011,560554,101854,50.79401,0.2767281,Commercial Management,Commercial,Registered Membership use,Public Access
3,2021613,2,2,2,2,2,2,5,1,1,2014,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2024-04-24 10:54:02,1,12,1,1,1000032,2,1997,0,2015,400790,94011,50.7457,-1.990149,Commercial Management,Commercial,Registered Membership use,Public Access
2,2021614,2,2,2,2,2,2,1,1,1,2006,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-06-15 09:21:20,1,12,1,1,1000035,2,1874,0,2005,406019,284556,52.45893,-1.91284,Sport Club,Others,Registered Membership use,Public Access
12,2021615,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-06-29 14:36:04,1,12,1,1,1000036,2,2008,0,2016,521192,176608,51.47547,-0.2563225,Commercial Management,Commercial,Registered Membership use,Public Access
10,2021616,2,2,2,2,2,2,5,1,1,2002,0,,1,1,1,1,1,Parking: 4 Parking Bays,1,1,1,1,1,4004,4,3,,1,,,,,,2023-07-20 09:47:55,1,12,1,1,1000039,2,1985,0,2007,530849,163694,51.35727,-0.1221169,Commercial Management,Commercial,Registered Membership use,Public Access
3,2021617,2,2,2,2,2,2,5,1,1,2018,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2023-10-10 15:18:29,1,12,1,1,1000042,2,1994,0,2015,447606,114261,50.92584,-1.324002,Commercial Management,Commercial,Registered Membership use,Public Access
4,2021619,2,2,2,2,2,2,1,1,1,2015,0,,1,1,1,1,1,,1,1,1,0,1,4001,4,3,,1,,,,,,2023-10-25 12:37:40,1,12,1,1,1000043,2,1995,0,2015,526186,176064,51.46949,-0.184647,Commercial Management,Commercial,Registered Membership use,Public Access
9,2021620,2,2,2,2,2,2,1,1,1,2015,0,,1,1,1,1,1,,1,1,1,0,1,4003,4,3,,1,,,,,,2023-10-25 12:37:41,1,12,1,1,1000043,2,1995,0,2015,526186,176064,51.46949,-0.184647,Commercial Management,Commercial,Registered Membership use,Public Access
4,2021622,2,2,2,2,2,2,3,1,1,2006,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-12-15 11:52:10,1,12,1,1,1000051,2,1995,0,2016,525091,175678,51.46626,-0.20055,Commercial Management,Commercial,Registered Membership use,Public Access
3,70000241,0,0,0,0,0,0,1,1,0,,0,,1,1,1,1,1,,1,0,1,1,1,4003,4,3,,1,,,,,2024-04-24 12:03:34,2024-04-24 12:03:34,0,12,1,1,6003854,2,2021,0,,460883,454119,53.97957,-1.073148,School/College/University (in house),Education,Registered Membership use,Public Access
10,70000293,0,0,0,0,0,0,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,2024-05-02 13:23:14,2024-05-02 13:23:14,1,12,1,1,50000139,2,1995,0,2019,452634,318977,52.76586,-1.221361,School/College/University (in house),Education,Sports Club / Community Association,Public Access
4,2021732,0,0,0,0,0,0,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-04-26 11:57:49,1,12,1,1,1008209,2,2000,0,2006,356248,176942,51.48972,-2.631554,School/College/University (in house),Education,Pay and Play,Public Access
4,2026079,0,0,0,0,0,0,1,1,1,2015,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,2004-01-05,,,,,2024-04-26 10:35:05,1,12,1,1,1008880,2,2004,0,2013,291606,94207,50.73732,-3.537453,School/College/University (in house),Education,Pay and Play,Public Access
6,4127439,0,0,0,0,0,0,5,1,1,2014,0,,1,1,1,1,1,,1,1,1,1,1,4003,4,3,,1,,,,,,2024-04-26 10:35:06,0,12,1,1,1008880,2,2013,0,,291606,94207,50.73732,-3.537453,School/College/University (in house),Education,Pay and Play,Public Access
8,4148499,2,2,2,2,2,2,5,1,1,2014,0,,1,1,1,1,1,"Parking: 6 Spaces, Finding/Reaching Entrance: Ramps, Sloping areas",1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-17 11:37:18,1,12,1,1,1000017,2,1989,0,2014,523730,168911,51.40574,-0.2224867,Commercial Management,Commercial,Registered Membership use,Public Access
3,4148539,2,2,2,2,2,2,1,1,1,2007,0,,1,0,1,1,1,,1,1,1,0,0,4002,4,3,,1,,,,,,2023-09-19 11:47:55,1,12,1,1,1011215,2,1928,0,2014,532408,194940,51.6377,-0.08802199,Sport Club,Others,Sports Club / Community Association,Public Access
3,4148540,2,2,2,2,2,2,7,1,1,2007,0,,1,0,1,1,1,,1,1,1,0,0,4002,4,3,,1,,,,,,2023-09-19 11:47:56,1,12,1,1,1011215,2,1928,0,2014,532408,194940,51.6377,-0.08802199,Sport Club,Others,Sports Club / Community Association,Public Access
4,4148563,2,2,2,2,2,2,10,1,1,2015,0,,1,1,1,1,1,,1,1,0,1,1,4001,4,3,,1,,,Fusion Lifestyle,,,2024-05-29 10:29:09,0,12,1,1,1002350,2,2015,0,,531640,191299,51.60515,-0.1004882,Trust,Trust,Pay and Play,Public Access
3,4148565,2,2,2,2,2,2,4,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2024-06-11 07:13:01,1,12,1,1,1003149,2,2004,0,2011,548209,257282,52.19387,0.1669571,Commercial Management,Commercial,Registered Membership use,Public Access
2,4148582,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,"Doorways: Automatic Doors, Activity Areas: Lift",1,1,1,1,1,4003,4,3,,1,,,,,,2023-11-30 13:00:27,0,12,1,1,1005733,2,2012,0,,221591,106047,50.82639,-4.534593,School/College/University (in house),Education,Sports Club / Community Association,Public Access
3,4149326,2,2,2,2,2,2,7,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2023-05-24 14:25:25,0,4,10,2,1069895,1,1970,1,,566380,194381,51.62366,0.4021979,Sport Club,Others,Registered Membership use,Public Access
1,4149328,2,2,2,2,2,2,3,0,0,,0,,0,0,1,0,0,,1,0,0,0,0,4004,4,3,,1,,,,,,2024-03-05 11:03:23,1,12,1,1,1069896,2,2005,0,2018,595722,233546,51.96593,0.8476476,Commercial Management,Commercial,Pay and Play,Public Access
4,4150004,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-10-17 12:29:57,0,12,1,1,1004567,2,2011,0,,637251,152031,51.21816,1.396047,Trust,Trust,Pay and Play,Public Access
